,asin,name,category,description,price,rating,No_of_Rating
10,B0002Z8GEK,Gena Healthy Hoof Lacquer 0.5 Oz,"Foot, Hand & Nail Care","Item Form


Liquid




Brand


Gena




Color


Clear




Finish Type


Satin




Special Feature


Long Wearing




Type


Top_coat




Age Range (Description)


Adult




Liquid Volume


5 Fluid Ounces




Item Dimensions LxWxH


0.8 x 0.8 x 2.8 inches




Item Weight


0.03 Pounds",$5.99,4.3 out of 5 stars,457 ratings
11,B0006PLNSC,ZOYA Nail Polish,"Foot, Hand & Nail Care","Item Form


Cream




Brand


ZOYA




Color


Charisma




Finish Type


Neon




Age Range (Description)


Adult




Liquid Volume


15 Milliliters




Item Dimensions LxWxH


3 x 1.25 x 1.25 inches",$10.00,4.3 out of 5 stars,29 ratings
12,B0006PLPE4,"ZOYA Armor Top Coat, Clear, 2.08 Ounce","Foot, Hand & Nail Care","Item Form


Gel




Brand


ZOYA




Color


Clear




Finish Type


Glossy




Age Range (Description)


Adult




Liquid Volume


15 Milliliters




Item Dimensions LxWxH


4.5 x 2 x 2 inches




Item Weight


0.13 Pounds",$10.00,4.6 out of 5 stars,"1,054 ratings"
13,B0007IQMVG,"Digestive Advantage Intensive Bowel Support Capsules (96 Count In A Box), Helps Defend Against Occasional Gas Bloating Abdominal Discomfort and Diarrhea, Supports Digestive and Immune Health, CFUs",Vitamins & Dietary Supplements,"Brand


Digestive Advantage




Specific Uses For Product


Personal




Item Form


Capsule




Dosage Form


Capsule




Flavor


Unflavored




Color


Da Ibs 96ct




Ingredients


Maltodextrin, hypromellose, microcrystalline cellulose, stearic acid, dextrin, titanium dioxide, silicon dioxide, magnesium stearate. Contains Wheat and Soy.Maltodextrin, hypromellose, microcrystalline cellulose, stearic acid, dextrin, titanium dioxide, silicon dioxid…

See more





Age Range (Description)


Adult




Allergen Information


Gluten Free




Material Feature


Gluten Free",$19.76,4.6 out of 5 stars,"4,268 ratings"
14,B00082379Q,Orly Polish Thinner,"Foot, Hand & Nail Care","Brand


Orly




Age Range (Description)


Adult




Liquid Volume


60 Milliliters",$8.15,4.3 out of 5 stars,102 ratings
15,B0009EXM52,"OPI Nail Polish Base Coat, Natural Nail Polish Base Coat, 0.5 Fl Oz","Foot, Hand & Nail Care","Item Form


Gel




Brand


OPI




Color


Natural Nail




Finish Type


Glossy




Special Feature


Prevents staining of natural nails




Age Range (Description)


Adult




Liquid Volume


15 Milliliters




Item Dimensions LxWxH


1.3 x 1.05 x 3.25 inches




Item Weight


0.5 Ounces",$9.59,4.7 out of 5 stars,"7,391 ratings"
16,B0009R5CMK,"DOO GRO Hair Vitalizer Mega Thick , 4 oz",Hair Care,"Ingredients


Petrolatum, Microcrystalline Wax, Paraffin, Oat Protein, Dimethicone Copolyol Eicosanate, Oat Extract, Meadowfoam Seed Oil, Shea Butter Extract, Tocopherol (Vitamin E), Retinol (Vitamin A), Calendula Extract, Wild Cherry Bark Extract, Goldenseal Root Extract, Henna Extract, Hops Extract, Horsetail Plant Extract, Matricaria Extract, Soap Bark Extract, Lanolin, Safflower Oil, Propylparaben, Fragrance (Parfum), Green 6 (CI61565).Petrolatum, Microcrystalline Wax, Paraffin, Oat Protein, Dimethicone Copolyol Eicosanate, Oat Extract, Meadowfoam Seed Oil, Shea Butter Extract, Tocoph…

See more





Brand


DOO GRO




Scent


Clean Scent




Item Weight


0.11 Kilograms




Item Form


Cream",$11.05,4.6 out of 5 stars,680 ratings
17,B000AA5VD6,"Sally Hansen Insta-Dri Anti-Chip Top Coat 45117 Clear, 0.45 Fl Ounce (Pack of 1)","Foot, Hand & Nail Care","Item Form


Liquid




Brand


Sally Hansen




Color


Red




Finish Type


Glossy




Special Feature


Prevent Fading




Age Range (Description)


Adult




Liquid Volume


13.3 Milliliters




Item Dimensions LxWxH


0.88 x 2.88 x 5.5 inches




Item Weight


32 Grams",$4.49,4.6 out of 5 stars,"13,501 ratings"
18,B000AAAVTU,"Sally Hansen No Chip Acrylic Top Coat, 0.45 Fluid Ounce","Foot, Hand & Nail Care","Item Form


Liquid




Brand


Sally Hansen




Color


No Chip




Finish Type


Glossy




Age Range (Description)


Adult




Liquid Volume


0.45 Fluid Ounces




Item Dimensions LxWxH


2.81 x 0.88 x 5.5 inches",$5.95,4.2 out of 5 stars,592 ratings
19,B000BGIYWY,Africas Best Kids Orig Lotion Shea Butter Detangling 12 Ounce (354ml),Hair Care,"Brand


Africa's Best




Item Form


Lotion




Product Benefits


Detangle




Hair Type


All




Liquid Volume


354 Milliliters",$8.50,4.7 out of 5 stars,287 ratings
20,B000BIUGUA,"Bumble and Bumble Sunday Shampoo, 8 Ounces",Hair Care,"Brand


Bumble and Bumble




Hair Type


All




Liquid Volume


250 Milliliters




Item Weight


0.18 Pounds




Ingredients


Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Ppg-2 Hydroxyethyl Cocamide, Gensing Root Extract, Rosemary Leaf Extract, Sage Leaf Extract, Isoceteth-20, Sodium Chloride, Glycerin, Tetrasodium Edta, Citric Acid, Chlorophensin, Phenoxyethanol, Methylchloroisothiazolinone, Methylisothiazolinone, Green 5, Violet 2, Fragrance.Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Ppg-2 Hydroxyethyl Cocamide, Gensing Root Extract, Rosemary Leaf Extract, Sage Leaf Extract, Is…

See more",$24.07,4.5 out of 5 stars,400 ratings
21,B000BIUGV4,Bumble and Bumble Thickening Hair Spray (8 Ounces),Hair Care,"Brand


Bumble and Bumble




Item Form


Spray




Ingredients


Water (Aqua), Alcohol Denat, Isopropyl Alcohol, PVP/VA Copolymer, Polyquaternium-11, Hydrolyzed Wheat Protein, Hydroxypropyltrimonium Honey, PPG-12-PEG-65 Lanolin Oil, Quaternium 26, Hydroxyethyl Cetyldimonium Phosphate, Polysorbate 80, Fragrance (Parfum)Water (Aqua), Alcohol Denat, Isopropyl Alcohol, PVP/VA Copolymer, Polyquaternium-11, Hydrolyzed Wheat Protein, Hydroxypropyltrimonium Honey, PP…

See more





Product Benefits


Heat Protection




Hair Type


Styling Hair Spray",$27.63,4.6 out of 5 stars,753 ratings
22,B000C1ZDTU,"Lovely by Sarah Jessica Parker for Women, Eau de Parfum, 3.4-Ounce Spray Bottle",Fragrance,"Brand


Sarah Jessica Parker




Scent


Lovely




Ingredients


Mandarin, Rosewood, Lavender, Apple Martini, Patchouli, Paperwhites, Orchid, Cedar, White Amber, MuskMandarin, Rosewood, Lavender, Apple Martini, Patchouli, Paperwhites, Orchid, Cedar, White Amber, Musk

See more





Item Form


Spray




Item Weight


3.4 Ounces",$18.81,4.4 out of 5 stars,"6,149 ratings"
23,B000EVEKMY,"HASK Placenta Super Strength Leave-in Conditioning Hair Treatment Pump, 5 Oz",Hair Care,"Brand


HASK




Hair Type


Damaged,Frizzy




Liquid Volume


5 Fluid Ounces




Ingredients


Water (Eau), Alcohol 408 (Alcohol Denat), placenta protein, Cetrimonium Bromide, Lactic Acid, fragrance (parfum), Stearamide MEA, Polysorbate 80, Phenoxyethanol, Methylparaben, Ethylparaben, Propylparaben, Butylparaben, Isobutylparaben, Isosteary, Hydroxyethyl Imidazoline, Cetearyl alchohol, Dimethicone, Yellow 5 (Cl19140), Red 4 (Cl 14700)Water (Eau), Alcohol 408 (Alcohol Denat), placenta protein, Cetrimonium Bromide, Lactic Acid, fragrance (parfum), Stearamide MEA, Polysorbate 80, Phenoxy…

See more





Item Dimensions LxWxH


3 x 2 x 1 inches",$6.99,4.4 out of 5 stars,"1,209 ratings"
24,B000GG193K,"Nexxus Headress Thickening Leave-In Volumizer Conditioner, Packaging May Vary, 13.5-Ounce Bottle",Hair Care,"Brand


Nexxus




Hair Type


All, Dry




Liquid Volume


13.5 Fluid Ounces




Ingredients


Water (Aqua), Panthenol, Cetyl Alcohol, Wheat Flour (Triticum Vulgare) Lipids, Keratin Amino Acids, Tocopheryl Acetate, Avocado (Persea Gratissima) Oil, Soybean (Glycine Soja) Sterol, Ceramide 3, Tetrahexyldecyl Ascorbate, Alpha-glucan Oligosaccharide, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Myristic Acid, Palmitic Acid, Stearic Acid, Sodium Chloride, Polyglyceryl-3 Distearate, Guar Hydroxypropyltrimonium Chloride, Glycerin, Magnesium Citrate, Cetrimonium Bromide, Stearalkonium Chloride, Peg-75 Lanolin, Stearyl Alcohol, Methylchloroisothiazolinone, Methylisothiazolinone, Polysorbate 60, Methylparaben, Propylparaben, Fragrance (Parfum).Water (Aqua), Panthenol, Cetyl Alcohol, Wheat Flour (Triticum Vulgare) Lipids, Keratin Amino Acids, Tocopheryl Acetate, Avocado (Persea Gratissima) Oil,…

See more





Item Dimensions LxWxH


3.13 x 1.7 x 9.42 inches",$199.99,4.5 out of 5 stars,103 ratings
25,B000HX4JWK,"Cellex-C High Potency Serum, 1 Fl Oz",Skin Care,"Ingredients


WATER/AQUA/EAU • ASCORBIC ACID • ACETYL TYROSINE • ZINC SULFATE • SODIUM HYALURONATE • CAMELLIA SINENSIS LEAF EXTRACTWATER/AQUA/EAU • ASCORBIC ACID • ACETYL TYROSINE • ZINC SULFATE • SODIUM HYALURON…

See more





Active Ingredients


Vitamin_c, Hyaluronic_acid




Product Benefits


Regular use will dramatically reduce the visible signs of aging-fine lines, wrinkles, age spots and sagging skinRegular use will dramatically reduce the visible signs of aging-fine lines, wrinkles, age spots a…

See more





Brand


Cellex-C




Skin Type


Sensitive",$127.00,4.5 out of 5 stars,179 ratings
26,B000K24ONW,"NOW Essential Oils, Cypress Oil, Balancing Aromatherapy Scent, Steam Distilled, 100% Pure, Vegan, Child Resistant Cap, 1-Ounce",Health Care,"Scent


Cypress




Ingredients


Ingredients: 100% pure cypress oil.




Brand


NOW




Item Form


Oil




Liquid Volume


30 Milliliters",$8.60,4.7 out of 5 stars,782 ratings
27,B000L3JYMG,"Lovely by Sarah Jessica Parker for Women, Eau de Parfum, 3.4-Ounce Spray Bottle",Fragrance,"Brand


Sarah Jessica Parker




Scent


Lovely




Ingredients


Mandarin, Rosewood, Lavender, Apple Martini, Patchouli, Paperwhites, Orchid, Cedar, White Amber, MuskMandarin, Rosewood, Lavender, Apple Martini, Patchouli, Paperwhites, Orchid, Cedar, White Amber, Musk

See more





Item Form


Spray




Item Weight


3.4 Ounces",$18.81,4.4 out of 5 stars,"6,149 ratings"
28,B000NSTX20,"Sudden Change Under-Eye Firming Serum - Decreases Under-Eye Puffiness, Lines, Wrinkles & Bags - Wear With or Without Makeup - Works in Under 3 Minutes (0.23 oz)",Skin Care,"Ingredients


Water (Aqua), Serum Albumin, SD Alcohol 40, Dimethicone Copolyol, Hyaluronic Acid, Dextran Sulfate, Tetrasodium EDTA, Imidazolidinyl Urea, Quaternium-15, Methylparaben.Water (Aqua), Serum Albumin, SD Alcohol 40, Dimethicone Copolyol, Hyaluronic Acid, Dextran Sulfate, Tetrasodium EDTA, Imidazolidinyl Urea, Qua…

See more





Active Ingredients


Hyaluronic_acid




Product Benefits


Firming




Brand


Sudden Change




Skin Type


Oily",$19.53,3.8 out of 5 stars,"1,386 ratings"
29,B000O2PDKQ,Joico K-Pak Hydrator Intense Treatment | Boost Shine | Improve Elasticity | For Dry and Damaged Hair,Hair Care,"Brand


Joico




Hair Type


Dry




Liquid Volume


252 Milliliters




Ingredients


Water, Cetearyl Alcohol, Glycerin, Behentrimonium Chloride, Cetyl Esters, Lanolin, Pentapeptide-29 Cysteinamide, Pentapeptide-30 Cysteinamide, Tetrapeptide-28 Argininamide, Tetrapeptide-29 Argininamide, Hydrolyzed Keratin, Cocodimonium Hydroxypropyl Hydrolyzed Keratin, Hydrolyzed Keratin PG-Propyl Methylsilanediol, Hydrogenated Olive Oil, Olea Europaea Fruit Oil, Olea Europaea Oil Unsaponifiables, Butyrospermum Parkii Butter, Aleurites Moluccana Seed Oil, Hydrolyzed Wheat Protein, Psidium Guajava Fruit Extract, Aloe Barbadensis Leaf Juice, Oenothera Biennis Oil, Tocopherol Acetate, Hyaluronic Acid, Glycolipids, Amodimethicone, Isopropyl Alcohol, Panthenyl Hydroxypropyl Steardimonium Chloride, Ceteareth-20, Citric Acid, Tetrasodium EDTA, Trideceth-12, Cetrimonium Chloride, Benzophenone-4, Hydrolyzed Wheat Starch, Thioctic Acid, Butyl Methoxydibenzoylmethane, Allantoin, Sodium Ascorbyl Phosphate, Sodium Hydroxide, DMDM Hydantoin, Methylparaben, Hexyl Cinnamal, Limonene, Benzyl Salicylate, FragranceWater, Cetearyl Alcohol, Glycerin, Behentrimonium Chloride, Cetyl Esters, Lanolin, Pentapeptide-2…

See more





Item Dimensions LxWxH


2 x 3 x 7 inches",$15.96,4.6 out of 5 stars,"1,829 ratings"
30,B000P2528I,Dana Chantilly for Women - 3.5 Ounce EDT Spray Mist,Fragrance,"Brand


Dana




Scent


CHANTILLY BY DONA




Ingredients


Sd Alcohol 39-C, Water, Fragrance, Yellow 5, Red 4, Blue 1, Green 5.




Item Form


Spray




Item Weight


104 Grams",$20.49,4.6 out of 5 stars,"1,165 ratings"
